episode,curriculum_level,scenario,steps,reward,rolling_avg_reward,loss,success_rate,blocked_action_frequency,rollback_count,containment_conflicts,policy_confidence,unsafe_action_count
2,1,LINE_FAULT,5,125.85,125.84,1571904.2145,0.00,1.00,5,0,0.6000,5,100.0,1.00,0.0565,0,5,0.0000,0.00,0.20
3,1,OVERLOAD,5,157.17,136.28,595085.9324,1.00,0.40,2,0,0.2798,2,100.0,0.40,0.0405,0,1,1.8356,0.80,0.80
4,1,OVERLOAD,5,176.16,146.25,11595.1979,1.00,0.80,4,0,0.1021,4,100.0,0.80,0.0380,0,1,2.2943,0.80,0.80
5,1,OVERLOAD,5,182.88,153.58,12731.2557,1.00,0.80,4,0,0.1081,4,100.0,0.80,0.0377,0,1,2.2932,0.80,1.00
1,1,LINE_FAULT,12,314.45,314.45,31986343.3115,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0779,0,12,0.0000,0.00,0.08
2,1,OVERLOAD,12,438.95,376.70,42642.6716,1.00,0.67,8,0,0.1008,8,100.0,0.67,0.0380,0,1,2.2911,0.83,0.58
3,1,LINE_FAULT,12,313.04,355.48,48759765.0239,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0781,0,12,0.0000,0.00,0.08
4,1,LINE_FAULT,12,314.50,345.23,3685005.6482,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0781,0,12,0.0000,0.00,0.08
5,1,OVERLOAD,12,411.74,358.53,36529.9001,1.00,0.92,11,1,0.0977,11,100.0,0.92,0.0389,0,1,2.2831,0.83,0.75
6,1,LINE_FAULT,12,304.23,349.48,40915733.6350,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0566,0,12,0.0000,0.00,0.08
7,1,LINE_FAULT,12,307.41,343.47,5457600.4620,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0566,0,12,0.0000,0.00,0.08
8,1,OVERLOAD,12,403.79,351.01,36868.7694,1.00,1.00,12,1,0.1056,12,100.0,1.00,0.0380,0,1,2.2729,0.92,0.58
9,1,LINE_FAULT,12,313.13,346.80,24241103.2190,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0781,0,12,0.0000,0.00,0.08
10,1,OVERLOAD,12,400.61,352.18,36495.8537,1.00,1.00,12,1,0.1052,12,100.0,1.00,0.0380,0,1,2.2717,0.92,0.67
11,1,LINE_FAULT,12,304.50,351.19,38897.9202,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0565,0,12,0.0000,0.00,0.08
12,1,LINE_FAULT,12,316.44,338.94,80433073.1268,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0780,0,12,0.0000,0.00,0.08
13,1,LINE_FAULT,12,307.81,338.42,451161.4728,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0566,0,12,0.0000,0.00,0.08
14,1,OVERLOAD,12,399.82,346.95,35463.2951,1.00,1.00,12,2,0.1047,12,100.0,1.00,0.0380,0,1,2.2731,0.83,0.42
15,1,OVERLOAD,12,402.99,346.07,38224.1967,1.00,1.00,12,1,0.1108,12,100.0,1.00,0.0380,0,1,2.2720,0.67,0.50
16,1,OVERLOAD,12,399.99,355.65,37113.0020,1.00,1.00,12,1,0.1034,12,100.0,1.00,0.0380,0,1,2.2722,0.92,0.67
17,1,OVERLOAD,12,401.99,365.11,35880.1872,1.00,1.00,12,1,0.1010,12,100.0,1.00,0.0380,0,1,2.2731,0.92,0.58
18,1,OVERLOAD,12,402.99,365.03,37361.0716,1.00,1.00,12,2,0.0983,12,100.0,1.00,0.0380,0,1,2.2718,0.92,0.67
19,1,OVERLOAD,12,398.99,373.61,37244.7894,1.00,1.00,12,1,0.0949,12,100.0,1.00,0.0380,0,1,2.2679,0.92,0.58
20,1,LINE_FAULT,12,304.50,364.00,289266.0441,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0565,0,12,0.0000,0.00,0.08
21,1,OVERLOAD,12,403.79,373.93,37610.8188,1.00,1.00,12,1,0.1010,12,100.0,1.00,0.0380,0,1,2.2673,1.00,0.58
22,1,LINE_FAULT,12,304.50,372.74,56314.0106,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0565,0,12,0.0000,0.00,0.08
23,1,OVERLOAD,12,402.79,382.24,37784.2497,1.00,1.00,12,0,0.1082,12,100.0,1.00,0.0380,0,1,2.2737,0.75,0.50
24,1,OVERLOAD,12,401.99,382.45,34916.9639,1.00,1.00,12,0,0.1065,12,100.0,1.00,0.0380,0,1,2.2761,0.83,0.58
25,1,OVERLOAD,12,399.99,382.15,38225.2175,1.00,1.00,12,0,0.1062,12,100.0,1.00,0.0380,0,1,2.2770,0.75,0.50
26,1,LINE_FAULT,12,313.13,373.47,294072378.6852,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0781,0,12,0.0000,0.00,0.08
27,1,LINE_FAULT,12,307.81,364.05,555179.8899,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0566,0,12,0.0000,0.00,0.08
28,1,LINE_FAULT,12,316.44,355.39,19572216.4817,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0780,0,12,0.0000,0.00,0.08
29,1,LINE_FAULT,12,314.50,346.94,3915150.5368,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0781,0,12,0.0000,0.00,0.08
30,1,LINE_FAULT,12,314.50,347.94,1428741.4486,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0781,0,12,0.0000,0.00,0.08
31,1,LINE_FAULT,12,314.50,339.01,522940.0121,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0781,0,12,0.0000,0.00,0.08
32,1,OVERLOAD,12,404.63,349.03,36681.8453,1.00,1.00,12,0,0.1001,12,100.0,1.00,0.0380,0,1,2.2765,1.00,0.58
33,1,LINE_FAULT,12,313.13,340.06,151980.5624,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0781,0,12,0.0000,0.00,0.08
34,1,LINE_FAULT,12,307.81,330.64,454616.7545,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0566,0,12,0.0000,0.00,0.08
35,1,LINE_FAULT,12,316.44,322.29,72431.8445,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0780,0,12,0.0000,0.00,0.08
36,1,LINE_FAULT,12,307.81,321.76,175415.0490,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0566,0,12,0.0000,0.00,0.08
37,1,LINE_FAULT,12,316.44,322.62,35403.8507,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0780,0,12,0.0000,0.00,0.08
38,1,OVERLOAD,12,402.61,331.24,35294.6271,1.00,1.00,12,0,0.0907,12,100.0,1.00,0.0380,0,1,2.2737,1.00,0.42
39,1,OVERLOAD,12,401.99,339.98,38427.9171,1.00,1.00,12,0,0.1031,12,100.0,1.00,0.0380,0,1,2.2739,1.00,0.50
40,1,OVERLOAD,12,399.99,348.53,37285.9206,1.00,1.00,12,1,0.0983,12,100.0,1.00,0.0380,0,1,2.2735,0.92,0.67
41,1,OVERLOAD,12,399.99,357.08,39133.1611,1.00,1.00,12,0,0.0909,12,100.0,1.00,0.0380,0,1,2.2740,0.83,0.50
42,1,LINE_FAULT,12,304.50,347.07,144772.1827,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0565,0,12,0.0000,0.00,0.08
43,1,OVERLOAD,12,396.79,355.44,37348.2432,1.00,1.00,12,0,0.1030,12,100.0,1.00,0.0380,0,1,2.2791,0.58,0.50
44,1,LINE_FAULT,12,313.13,355.97,11580.3557,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0781,0,12,0.0000,0.00,0.08
45,1,LINE_FAULT,12,314.50,355.78,6966.9038,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0781,0,12,0.0000,0.00,0.08
46,1,OVERLOAD,12,400.61,365.06,35869.3449,1.00,1.00,12,1,0.1075,12,100.0,1.00,0.0380,0,1,2.2808,0.92,0.50
47,1,OVERLOAD,12,401.99,373.61,35379.3329,1.00,1.00,12,1,0.1049,12,100.0,1.00,0.0380,0,1,2.2806,1.00,0.67
48,1,OVERLOAD,12,402.99,373.65,35284.1565,1.00,1.00,12,0,0.0993,12,100.0,1.00,0.0380,0,1,2.2789,1.00,0.50
49,1,LINE_FAULT,12,313.13,364.76,7593.8127,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0781,0,12,0.0000,0.00,0.08
50,1,LINE_FAULT,12,314.50,356.21,8604.6445,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0781,0,12,0.0000,0.00,0.08
51,1,LINE_FAULT,12,314.50,347.66,8321.8306,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0781,0,12,0.0000,0.00,0.08
52,1,LINE_FAULT,12,314.50,348.66,7509.7621,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0781,0,12,0.0000,0.00,0.08
53,1,OVERLOAD,12,404.61,349.45,36690.6615,1.00,1.00,12,0,0.1011,12,100.0,1.00,0.0380,0,1,2.2737,0.83,0.67
54,1,LINE_FAULT,12,313.13,349.45,13165.9030,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0781,0,12,0.0000,0.00,0.08
55,1,LINE_FAULT,12,314.50,349.45,8770.9242,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0781,0,12,0.0000,0.00,0.08
56,1,LINE_FAULT,12,307.81,340.17,107849.7727,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0566,0,12,0.0000,0.00,0.08
57,1,LINE_FAULT,12,307.41,330.71,10509.6162,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0566,0,12,0.0000,0.00,0.08
58,1,LINE_FAULT,12,316.44,322.05,8025.8261,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0780,0,12,0.0000,0.00,0.08
59,1,OVERLOAD,12,402.61,331.00,35321.2422,1.00,1.00,12,0,0.0965,12,100.0,1.00,0.0380,0,1,2.2799,0.92,0.50
60,1,LINE_FAULT,12,313.13,330.86,13380.7295,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0781,0,12,0.0000,0.00,0.08
61,1,OVERLOAD,12,403.61,339.77,38498.8292,1.00,1.00,12,0,0.1026,12,100.0,1.00,0.0380,0,1,2.2792,0.67,0.58
62,1,OVERLOAD,12,401.99,348.52,32995.7287,1.00,1.00,12,2,0.0927,12,100.0,1.00,0.0380,0,1,2.2795,1.00,0.58
63,1,LINE_FAULT,12,313.13,339.38,20031.0140,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0781,0,12,0.0000,0.00,0.08
64,1,OVERLOAD,12,404.61,348.52,34942.2375,1.00,1.00,12,1,0.0961,12,100.0,1.00,0.0380,0,1,2.2769,0.83,0.58
65,1,LINE_FAULT,12,304.50,347.52,9019.5889,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0565,0,12,0.0000,0.00,0.08
66,1,LINE_FAULT,12,307.41,347.48,7789.2387,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0566,0,12,0.0000,0.00,0.08
67,1,OVERLOAD,12,402.79,357.02,36887.5099,1.00,1.00,12,1,0.0993,12,100.0,1.00,0.0380,0,1,2.2836,0.92,0.50
68,1,LINE_FAULT,12,304.50,355.83,8030.0668,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0565,0,12,0.0000,0.00,0.08
69,1,OVERLOAD,12,402.79,355.85,36861.8171,1.00,1.00,12,1,0.1039,12,100.0,1.00,0.0380,0,1,2.2834,0.83,0.67
70,1,LINE_FAULT,12,313.13,355.85,35934.2612,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0781,0,12,0.0000,0.00,0.08
71,1,OVERLOAD,12,403.61,355.85,36512.9089,1.00,1.00,12,0,0.1069,12,100.0,1.00,0.0380,0,1,2.2828,0.83,0.50
72,1,LINE_FAULT,12,313.13,346.96,46077.1486,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0781,0,12,0.0000,0.00,0.08
73,1,LINE_FAULT,12,307.81,346.43,7080.8534,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0566,0,12,0.0000,0.00,0.08
74,1,OVERLOAD,12,396.79,345.65,37388.2306,1.00,1.00,12,0,0.1032,12,100.0,1.00,0.0380,0,1,2.2839,0.92,0.50
75,1,OVERLOAD,12,401.99,355.40,37035.1443,1.00,1.00,12,1,0.1008,12,100.0,1.00,0.0380,0,1,2.2839,0.83,0.58
76,1,OVERLOAD,12,402.99,364.95,33802.7378,1.00,1.00,12,0,0.1076,12,100.0,1.00,0.0380,0,1,2.2840,0.83,0.58
77,1,LINE_FAULT,12,313.13,355.99,96881.2112,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0781,0,12,0.0000,0.00,0.08
78,1,LINE_FAULT,12,314.50,356.99,22296.9827,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0781,0,12,0.0000,0.00,0.08
79,1,OVERLOAD,12,401.61,356.87,37975.8078,1.00,1.00,12,0,0.1003,12,100.0,1.00,0.0380,0,1,2.2849,1.00,0.50
80,1,LINE_FAULT,12,304.50,356.01,6946.0016,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0565,0,12,0.0000,0.00,0.08
81,1,OVERLOAD,12,397.79,355.42,35270.5272,1.00,1.00,12,0,0.1050,12,100.0,1.00,0.0380,0,1,2.2851,0.83,0.50
82,1,LINE_FAULT,12,304.50,354.56,8687.8572,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0565,0,12,0.0000,0.00,0.08
83,1,OVERLOAD,12,399.79,363.76,35082.2915,1.00,1.00,12,0,0.1054,12,100.0,1.00,0.0380,0,1,2.2856,0.83,0.50
84,1,OVERLOAD,12,401.99,364.28,34657.8724,1.00,1.00,12,1,0.0993,12,100.0,1.00,0.0380,0,1,2.2858,0.92,0.75
85,1,LINE_FAULT,12,304.50,354.53,12049.0347,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0565,0,12,0.0000,0.00,0.08
86,1,OVERLOAD,12,399.79,354.21,35371.2612,1.00,1.00,12,0,0.0975,12,100.0,1.00,0.0380,0,1,2.2860,0.75,0.58
87,1,OVERLOAD,12,400.99,363.00,36332.5259,1.00,1.00,12,0,0.1005,12,100.0,1.00,0.0380,0,1,2.2861,0.92,0.75
88,1,LINE_FAULT,12,304.50,362.00,10913.4330,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0565,0,12,0.0000,0.00,0.08
89,1,OVERLOAD,12,399.82,361.82,32615.3546,1.00,1.00,12,0,0.1066,12,100.0,1.00,0.0380,0,1,2.2863,0.83,0.58
90,1,OVERLOAD,12,398.99,371.27,32251.1772,1.00,1.00,12,0,0.1040,12,100.0,1.00,0.0380,0,1,2.2864,0.92,0.50
91,1,OVERLOAD,12,401.99,371.69,37140.3362,1.00,1.00,12,0,0.1032,12,100.0,1.00,0.0380,0,1,2.2866,0.92,0.75
92,1,LINE_FAULT,12,313.13,372.55,126658.1232,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0781,0,12,0.0000,0.00,0.08
93,1,OVERLOAD,12,403.61,372.93,34729.1146,1.00,1.00,12,0,0.0964,12,100.0,1.00,0.0380,0,1,2.2868,1.00,0.58
94,1,LINE_FAULT,12,313.13,364.05,252609.6043,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0781,0,12,0.0000,0.00,0.08
95,1,OVERLOAD,12,403.61,373.96,33804.0917,1.00,1.00,12,1,0.0984,12,100.0,1.00,0.0380,0,1,2.2869,0.83,0.67
96,1,LINE_FAULT,12,304.50,364.43,7932.9237,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0565,0,12,0.0000,0.00,0.08
97,1,LINE_FAULT,12,307.41,355.07,6692.2676,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0566,0,12,0.0000,0.00,0.08
98,1,LINE_FAULT,12,307.41,355.36,8610.7925,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0566,0,12,0.0000,0.00,0.08
99,1,OVERLOAD,12,403.79,355.76,34139.4116,1.00,1.00,12,0,0.0979,12,100.0,1.00,0.0380,0,1,2.2868,0.92,0.58
100,1,LINE_FAULT,12,313.13,347.17,843309.3534,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0781,0,12,0.0000,0.00,0.08
101,1,OVERLOAD,12,403.61,347.33,31787.1711,1.00,1.00,12,0,0.0999,12,100.0,1.00,0.0380,0,1,2.2870,1.00,0.50
102,1,OVERLOAD,12,401.99,356.22,33115.7542,1.00,1.00,12,1,0.1062,12,100.0,1.00,0.0380,0,1,2.2869,1.00,0.50
103,1,LINE_FAULT,12,313.13,347.17,2557142.4354,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0781,0,12,0.0000,0.00,0.08
104,1,LINE_FAULT,12,307.81,346.64,212637.6302,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0566,0,12,0.0000,0.00,0.08
105,1,LINE_FAULT,12,316.44,337.92,2388634.3617,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0780,0,12,0.0000,0.00,0.08
106,1,LINE_FAULT,12,307.81,338.25,679542.5405,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0566,0,12,0.0000,0.00,0.08
107,1,OVERLOAD,12,399.79,347.49,33167.4988,1.00,1.00,12,0,0.0972,12,100.0,1.00,0.0380,0,1,2.2869,1.00,0.58
108,1,OVERLOAD,12,399.99,356.75,32002.5846,1.00,1.00,12,1,0.0968,12,100.0,1.00,0.0380,0,1,2.2876,1.00,0.58
109,1,LINE_FAULT,12,313.13,347.68,2918013.1574,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0781,0,12,0.0000,0.00,0.08
110,1,OVERLOAD,12,403.61,356.73,31179.8566,1.00,1.00,12,1,0.1012,12,100.0,1.00,0.0380,0,1,2.2875,0.92,0.58
111,1,OVERLOAD,12,402.99,356.67,34255.7535,1.00,1.00,12,1,0.0943,12,100.0,1.00,0.0380,0,1,2.2877,0.83,0.50
112,1,LINE_FAULT,12,313.13,347.78,6070745.8593,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0781,0,12,0.0000,0.00,0.08
113,1,OVERLOAD,12,401.61,356.63,32438.4312,1.00,1.00,12,1,0.0932,12,100.0,1.00,0.0380,0,1,2.2880,0.92,0.67
114,1,OVERLOAD,12,402.99,366.15,32336.6236,1.00,1.00,12,1,0.0954,12,100.0,1.00,0.0380,0,1,2.2873,1.00,0.75
115,1,OVERLOAD,12,399.99,374.50,34148.6918,1.00,1.00,12,0,0.0967,12,100.0,1.00,0.0380,0,1,2.2860,0.67,0.50
116,1,OVERLOAD,12,402.99,384.02,31708.8630,1.00,1.00,12,1,0.0980,12,100.0,1.00,0.0380,0,1,2.2863,0.92,0.75
117,1,LINE_FAULT,12,313.13,375.36,16175273.7454,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0781,0,12,0.0000,0.00,0.08
118,1,LINE_FAULT,12,314.50,366.81,3041445.6883,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0781,0,12,0.0000,0.00,0.08
119,1,LINE_FAULT,12,307.81,366.28,1547289.6531,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0566,0,12,0.0000,0.00,0.08
120,1,OVERLOAD,12,399.79,365.89,31737.3888,1.00,1.00,12,0,0.0962,12,100.0,1.00,0.0380,0,1,2.2892,0.75,0.75
121,1,LINE_FAULT,12,304.50,356.04,407034.0845,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0565,0,12,0.0000,0.00,0.08
122,1,OVERLOAD,12,401.82,364.91,31121.9418,1.00,1.00,12,0,0.1054,12,100.0,1.00,0.0380,0,1,2.2905,0.92,0.58
123,1,OVERLOAD,12,392.99,364.05,29013.8235,1.00,1.00,12,0,0.1017,12,100.0,1.00,0.0380,0,1,2.2913,0.92,0.50
124,1,LINE_FAULT,12,304.50,354.20,7349.7102,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0565,0,12,0.0000,0.00,0.08
125,1,OVERLOAD,12,399.79,354.18,29117.7805,1.00,1.00,12,0,0.1019,12,100.0,1.00,0.0380,0,1,2.2920,0.92,0.58
126,1,OVERLOAD,12,398.99,353.78,26913.6787,1.00,1.00,12,0,0.1035,12,100.0,1.00,0.0380,0,1,2.2921,0.92,0.58
127,1,OVERLOAD,12,402.99,362.77,30579.3233,1.00,1.00,12,1,0.1028,12,100.0,1.00,0.0380,0,1,2.2919,0.92,0.50
128,1,OVERLOAD,12,401.99,371.52,28705.0592,1.00,1.00,12,0,0.1001,12,100.0,1.00,0.0380,0,1,2.2916,0.92,0.50
129,1,LINE_FAULT,12,313.13,372.05,25053604.9107,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0781,0,12,0.0000,0.00,0.08
130,1,OVERLOAD,12,404.61,372.53,30990.7626,1.00,1.00,12,0,0.0996,12,100.0,1.00,0.0380,0,1,2.2908,0.92,0.67
131,1,LINE_FAULT,12,304.50,372.53,8498.2978,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0565,0,12,0.0000,0.00,0.08
132,1,LINE_FAULT,12,316.44,363.99,22210926.5089,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0780,0,12,0.0000,0.00,0.08
133,1,LINE_FAULT,12,307.81,355.48,103350.4460,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0566,0,12,0.0000,0.00,0.08
134,1,LINE_FAULT,12,316.44,356.67,610997.0256,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0780,0,12,0.0000,0.00,0.08
135,1,OVERLOAD,12,403.61,357.05,31762.9041,1.00,1.00,12,0,0.1037,12,100.0,1.00,0.0380,0,1,2.2910,0.92,0.50
136,1,OVERLOAD,12,398.99,357.05,27399.0999,1.00,1.00,12,1,0.0951,12,100.0,1.00,0.0380,0,1,2.2918,1.00,0.67
137,1,OVERLOAD,12,398.99,356.65,27710.4891,1.00,1.00,12,1,0.1000,12,100.0,1.00,0.0380,0,1,2.2921,0.75,0.50
138,1,LINE_FAULT,12,304.50,346.90,80912.7540,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0565,0,12,0.0000,0.00,0.08
139,1,LINE_FAULT,12,307.41,346.33,19075.7850,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0566,0,12,0.0000,0.00,0.08
140,1,LINE_FAULT,12,316.44,337.51,411281.5993,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0780,0,12,0.0000,0.00,0.08
141,1,LINE_FAULT,12,314.50,338.51,51549.1668,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0781,0,12,0.0000,0.00,0.08
142,1,OVERLOAD,12,403.63,347.23,30361.5960,1.00,1.00,12,1,0.1001,12,100.0,1.00,0.0380,0,1,2.2926,0.83,0.58
143,1,OVERLOAD,12,401.99,356.65,27470.7980,1.00,1.00,12,1,0.0985,12,100.0,1.00,0.0380,0,1,2.2927,0.83,0.58
144,1,OVERLOAD,12,401.99,365.20,27166.1634,1.00,1.00,12,1,0.1014,12,100.0,1.00,0.0380,0,1,2.2925,0.83,0.67
145,1,LINE_FAULT,12,304.50,355.29,66462.4670,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0565,0,12,0.0000,0.00,0.08
146,1,LINE_FAULT,12,307.41,346.14,9880.7685,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0566,0,12,0.0000,0.00,0.08
147,1,OVERLOAD,12,400.79,346.32,26924.4987,1.00,1.00,12,0,0.1025,12,100.0,1.00,0.0380,0,1,2.2918,0.83,0.58
148,1,LINE_FAULT,12,313.13,347.18,157380.6055,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0781,0,12,0.0000,0.00,0.08
149,1,LINE_FAULT,12,307.81,347.22,17283.8442,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0566,0,12,0.0000,0.00,0.08
150,1,LINE_FAULT,12,307.41,346.32,9842.4748,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0566,0,12,0.0000,0.00,0.08
151,1,OVERLOAD,12,399.79,354.84,26725.2556,1.00,1.00,12,1,0.0999,12,100.0,1.00,0.0380,0,1,2.2918,1.00,0.42
152,1,LINE_FAULT,12,313.13,345.80,44403.9484,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0781,0,12,0.0000,0.00,0.08
153,1,LINE_FAULT,12,314.50,337.05,8909.7415,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0781,0,12,0.0000,0.00,0.08
154,1,OVERLOAD,12,401.61,337.01,26433.0436,1.00,1.00,12,0,0.1006,12,100.0,1.00,0.0380,0,1,2.2917,1.00,0.58
155,1,OVERLOAD,12,401.99,346.76,26952.3466,1.00,1.00,12,0,0.1005,12,100.0,1.00,0.0380,0,1,2.2924,0.83,0.75
156,1,OVERLOAD,12,401.99,356.22,26698.2401,1.00,1.00,12,1,0.0992,12,100.0,1.00,0.0380,0,1,2.2926,0.92,0.75
157,1,LINE_FAULT,12,304.50,346.59,12599.5034,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0565,0,12,0.0000,0.00,0.08
158,1,OVERLOAD,12,402.79,355.55,26247.7520,1.00,1.00,12,0,0.0989,12,100.0,1.00,0.0380,0,1,2.2922,1.00,0.50
159,1,LINE_FAULT,12,313.13,356.08,17530.2508,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0781,0,12,0.0000,0.00,0.08
160,1,LINE_FAULT,12,307.81,356.12,14635.2011,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0566,0,12,0.0000,0.00,0.08
161,1,LINE_FAULT,12,316.44,347.79,7920.2715,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0780,0,12,0.0000,0.00,0.08
162,1,LINE_FAULT,12,314.50,347.93,8087.0103,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0781,0,12,0.0000,0.00,0.08
163,1,LINE_FAULT,12,314.50,347.93,8484.2531,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0781,0,12,0.0000,0.00,0.08
164,1,LINE_FAULT,12,307.81,338.55,11020.6687,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0566,0,12,0.0000,0.00,0.08
165,1,OVERLOAD,12,402.79,338.63,24974.2871,1.00,1.00,12,2,0.0950,12,100.0,1.00,0.0380,0,1,2.2915,0.92,0.67
166,1,LINE_FAULT,12,304.50,328.88,9315.8569,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0565,0,12,0.0000,0.00,0.08
167,1,OVERLOAD,12,403.79,338.81,27887.4653,1.00,1.00,12,1,0.1006,12,100.0,1.00,0.0380,0,1,2.2905,0.83,0.58
168,1,OVERLOAD,12,401.99,338.73,25653.4065,1.00,1.00,12,0,0.1008,12,100.0,1.00,0.0380,0,1,2.2910,0.92,0.58
169,1,LINE_FAULT,12,304.50,337.86,8040.8645,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0565,0,12,0.0000,0.00,0.08
170,1,OVERLOAD,12,409.79,348.06,27807.4358,1.00,0.92,11,1,0.0960,11,100.0,0.92,0.0380,0,1,2.2910,0.83,0.50
171,1,LINE_FAULT,12,304.50,346.87,8576.3058,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0565,0,12,0.0000,0.00,0.08
172,1,LINE_FAULT,12,307.41,346.16,7652.4293,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0566,0,12,0.0000,0.00,0.08
173,1,LINE_FAULT,12,316.44,346.35,7068.5786,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0780,0,12,0.0000,0.00,0.08
174,1,OVERLOAD,12,442.46,359.82,32299.9969,1.00,0.83,10,0,0.1038,10,100.0,0.83,0.0372,0,1,2.2925,0.92,0.58
175,1,OVERLOAD,12,418.15,361.35,28238.7171,1.00,0.83,10,0,0.0964,10,100.0,0.83,0.0389,0,1,2.2918,0.92,0.58
